5.4412416851441244E-17	3.093975903614458E-17	2.7046783625730994E-17	4.0188877229800624E-17	0.43714285714285717
5.707317073170732E-17	2.949397590361446E-17	2.6461988304093562E-17	4.816369359916055E-17	0.4685714285714285
4.909090909090909E-17	2.5879518072289157E-17	3.114035087719298E-17	4.5015739769150055E-17	0.4571428571428572
6.062084257206208E-17	3.4795180722891566E-17	2.236842105263158E-17	4.0083945435466955E-17	0.43714285714285717
5.5299334811529934E-17	3.1903614457831326E-17	2.6169590643274855E-17	3.924449108079748E-17	0.4342857142857143
5.796008869179601E-17	3.093975903614458E-17	2.543859649122807E-17	4.512067156348374E-17	0.4571428571428572
5.796008869179601E-17	3.1180722891566266E-17	2.543859649122807E-17	4.5015739769150055E-17	0.4571428571428572
5.55210643015521E-17	3.166265060240964E-17	2.6169590643274855E-17	3.987408184679958E-17	0.43714285714285717
5.796008869179601E-17	3.3349397590361446E-17	2.426900584795321E-17	3.924449108079748E-17	0.4342857142857143
5.951219512195122E-17	3.166265060240964E-17	2.4415204678362573E-17	4.6169989506820564E-17	0.46
5.4412416851441244E-17	3.1180722891566266E-17	2.690058479532163E-17	3.945435466946485E-17	0.4342857142857143
5.042128603104213E-17	2.8289156626506027E-17	2.9678362573099415E-17	4.0713536201469053E-17	0.44
5.2416851441241685E-17	2.87710843373494E-17	2.8801169590643276E-17	4.2287513116474296E-17	0.44571428571428573
5.906873614190687E-17	3.214457831325302E-17	2.4415204678362573E-17	4.4386149003147956E-17	0.4542857142857143
5.840354767184036E-17	3.286746987951808E-17	2.426900584795321E-17	4.1133263378803775E-17	0.44
5.818181818181818E-17	3.310843373493976E-17	2.426900584795321E-17	4.029380902413431E-17	0.43714285714285717
5.4412416851441244E-17	3.06987951807229E-17	2.7046783625730994E-17	4.0503672612801677E-17	0.43714285714285717
5.219512195121951E-17	2.9734939759036147E-17	2.8362573099415206E-17	3.924449108079748E-17	0.4342857142857143
5.197339246119734E-17	2.997590361445784E-17	2.8362573099415206E-17	3.882476390346275E-17	0.43142857142857144
5.042128603104213E-17	2.853012048192772E-17	2.9678362573099415E-17	4.0083945435466955E-17	0.43714285714285717
0.7849223946784922	0.8530120481927711	0.7309941520467835	0.7418677859391396	1.2457142857142857E-17
5.2416851441241685E-17	2.9012048192771087E-17	2.865497076023391E-17	4.144805876180482E-17	0.4428571428571429
